2018, 2005931, 80.14, 435442, 17.40, 56360,	2.25, 5441, 2503174
2019, 2021476, 78.38, 484447, 18.78, 67190,	2.61, 5983, 2579095
2020, 1788933, 77.24, 253943, 10.96, 269635, 11.64, 3661, 2316171
2021, 1452069, 86.92, 182837, 10.94, 32821,	1.96, 2889, 1670616
2022, 1719151, 76.25, 448847, 19.91, 81593,	3.62, 4929, 2254521
2023, 1778975, 76.58, 499414, 21.50, 38888,	1.67, 5739, 2323016
